Number_of_input || Number_of_output

2	1

Degree || Load || Diffraction

36	3	-0.035310009
38	3	-0.034821618
40	3	-0.034201799
42	3	-0.03345233
44	3	-0.032575853
46	3	-0.031575912
48	3	-0.030456988
50	3	-0.029224532
52	3	-0.027885008
54	3	-0.026445932
56	3	-0.024915916
58	3	-0.023304721
60	3	-0.021623313
62	3	-0.019883928
64	3	-0.018100143
66	3	-0.016286964
68	3	-0.01446092
70	3	-0.012640178
72	3	-0.01084467
74	3	-0.009096245
76	3	-0.007418848
78	3	-0.005838725
80	3	-0.004384662
8	2.8	-0.026742842
10	2.8	-0.028095187
12	2.8	-0.029235011
14	2.8	-0.030220441
16	2.8	-0.031077382
18	2.8	-0.031816873
20	2.8	-0.032442733
22	2.8	-0.032955218
24	2.8	-0.033352878
26	2.8	-0.033633561
28	2.8	-0.033794977
30	2.8	-0.033835029
32	2.8	-0.03375202
34	2.8	-0.033544787
36	2.8	-0.033212784
38	2.8	-0.032756156
40	2.8	-0.032175782
42	2.8	-0.03147332
44	2.8	-0.030651241
46	2.8	-0.029712866
48	2.8	-0.028662397
50	2.8	-0.027504952
52	2.8	-0.026246599
54	2.8	-0.0248944
56	2.8	-0.023456448
58	2.8	-0.021941918
60	2.8	-0.020361117
62	2.8	-0.018725551
64	2.8	-0.017047986
66	2.8	-0.015342532
68	2.8	-0.013624734
70	2.8	-0.011911676
72	2.8	-0.010222102
74	2.8	-0.008576559
76	2.8	-0.006997562
78	2.8	-0.005509788
80	2.8	-0.004140299
8	2.6	-0.025010145
10	2.6	-0.026280071
12	2.6	-0.02735093
14	2.6	-0.028277234
16	2.6	-0.029083259
18	2.6	-0.029779339
20	2.6	-0.030369033
22	2.6	-0.030852559
24	2.6	-0.031228538
26	2.6	-0.031494929
28	2.6	-0.031649567
30	2.6	-0.031690464
32	2.6	-0.03161601
34	2.6	-0.031425094
36	2.6	-0.031117185
38	2.6	-0.0306924
40	2.6	-0.030151545
42	2.6	-0.029496156
44	2.6	-0.028728532
46	2.6	-0.02785177
48	2.6	-0.026869792
50	2.6	-0.02578738
52	2.6	-0.024610209
54	2.6	-0.023344884
56	2.6	-0.021998977
58	2.6	-0.020581076
60	2.6	-0.019100832
62	2.6	-0.017569016
64	2.6	-0.015997586
66	2.6	-0.014399757
68	2.6	-0.012790088
70	2.6	-0.011184582
72	2.6	-0.009600796
74	2.6	-0.008057977
76	2.6	-0.006577213
78	2.6	-0.005181615
80	2.6	-0.003896525
8	2.4	-0.023277759
10	2.4	-0.024465349
12	2.4	-0.025467331
14	2.4	-0.0263346
16	2.4	-0.027089803
18	2.4	-0.027742566
20	2.4	-0.02829619
22	2.4	-0.028750856
24	2.4	-0.029105252
26	2.4	-0.029357453
28	2.4	-0.02950541
30	2.4	-0.02954725
32	2.4	-0.029481445
34	2.4	-0.029306937
36	2.4	-0.029023209
38	2.4	-0.028630348
40	2.4	-0.028129085
42	2.4	-0.027520835
44	2.4	-0.026807723
46	2.4	-0.02599262
48	2.4	-0.025079169
50	2.4	-0.024071814
52	2.4	-0.022975835
54	2.4	-0.021797379
56	2.4	-0.020543498
58	2.4	-0.019222191
60	2.4	-0.017842453
62	2.4	-0.016414321
64	2.4	-0.014948942
66	2.4	-0.013458636
68	2.4	-0.011956979
70	2.4	-0.010458893
72	2.4	-0.00898075
74	2.4	-0.007540496
76	2.4	-0.006157798
78	2.4	-0.004854203
80	2.4	-0.003653339
8	2.2	-0.02154568
10	2.2	-0.02265102
12	2.2	-0.023584214
14	2.2	-0.024392537
16	2.2	-0.025097011
18	2.2	-0.025706552
20	2.2	-0.026224204
22	2.2	-0.026650108
24	2.2	-0.026983021
26	2.2	-0.027221129
28	2.2	-0.027362506
30	2.2	-0.027405385
32	2.2	-0.027348324
34	2.2	-0.027190314
36	2.2	-0.026930853
38	2.2	-0.026569997
40	2.2	-0.026108401
42	2.2	-0.025547355
44	2.2	-0.024888813
46	2.2	-0.024135416
48	2.2	-0.023290526
50	2.2	-0.022358251
52	2.2	-0.021343474
54	2.2	-0.020251882
56	2.2	-0.019090008
58	2.2	-0.017865261
60	2.2	-0.016585977
62	2.2	-0.015261461
64	2.2	-0.013902049
66	2.2	-0.012519166
68	2.2	-0.011125404
70	2.2	-0.009734605
72	2.2	-0.008361958
74	2.2	-0.007024113
76	2.2	-0.005739313
78	2.2	-0.004527549
80	2.2	-0.003410739
8	2	-0.019813911
10	2	-0.020837082
12	2	-0.021701574
14	2	-0.022451043
16	2	-0.02310488
18	2	-0.023671295
20	2	-0.024153071
22	2	-0.024550312
24	2	-0.024861841
26	2	-0.025085956
28	2	-0.025220851
30	2	-0.025264867
32	2	-0.025216644
34	2	-0.025075224
36	2	-0.024840116
38	2	-0.024511345
40	2	-0.02408949
42	2	-0.023575715
44	2	-0.022971797
46	2	-0.022280153
48	2	-0.021503861
50	2	-0.020646689
52	2	-0.019713122
54	2	-0.018708391
56	2	-0.017638504
58	2	-0.016510282
60	2	-0.015331401
62	2	-0.014110433
64	2	-0.012856903
66	2	-0.011581342
68	2	-0.010295359
70	2	-0.009011716
72	2	-0.00774442
74	2	-0.006508826
76	2	-0.005321758
78	2	-0.004201652
80	2	-0.003168722
8	1.8	-0.018082451
10	1.8	-0.019023531
12	1.8	-0.019819411
14	1.8	-0.020510116
16	1.8	-0.021113409
18	1.8	-0.021636793
20	1.8	-0.022082791
22	1.8	-0.022451466
24	1.8	-0.022741711
26	1.8	-0.022951933
28	1.8	-0.023080445
30	1.8	-0.023125694
32	1.8	-0.023086404
34	1.8	-0.022961665
36	1.8	-0.022750996
38	1.8	-0.022454391
40	1.8	-0.022072349
42	1.8	-0.021605911
44	1.8	-0.021056675
46	1.8	-0.02042683
48	1.8	-0.01971917
50	1.8	-0.018937123
52	1.8	-0.018084777
54	1.8	-0.017166902
56	1.8	-0.016188982
58	1.8	-0.01515725
60	1.8	-0.014078721
62	1.8	-0.012961234
64	1.8	-0.011813502
66	1.8	-0.010645162
68	1.8	-0.009466841
70	1.8	-0.008290222
72	1.8	-0.007128131
74	1.8	-0.00599463
76	1.8	-0.004905128
78	1.8	-0.00387651
80	1.8	-0.002927287
8	1.6	-0.016351263
10	1.6	-0.017210366
12	1.6	-0.017937722
14	1.6	-0.018569753
16	1.6	-0.019122596
18	1.6	-0.019603044
20	1.6	-0.02001336
22	1.6	-0.020353569
24	1.6	-0.020622629
26	1.6	-0.020819057
28	1.6	-0.020941284
30	1.6	-0.020987864
32	1.6	-0.020957601
34	1.6	-0.020849634
36	1.6	-0.020663491
38	1.6	-0.020399132
40	1.6	-0.020056978
42	1.6	-0.019637941
44	1.6	-0.019143444
46	1.6	-0.018575444
48	1.6	-0.017936451
50	1.6	-0.017229553
52	1.6	-0.016458437
54	1.6	-0.015627412
56	1.6	-0.014741441
58	1.6	-0.013806163
60	1.6	-0.012827934
62	1.6	-0.01181386
64	1.6	-0.010771841
66	1.6	-0.009710622
68	1.6	-0.008639845
70	1.6	-0.007570119
72	1.6	-0.006513088
74	1.6	-0.005481523
76	1.6	-0.004489421
78	1.6	-0.003552119
80	1.6	-0.002686432
8	1.4	-0.014620385
10	1.4	-0.015397586
12	1.4	-0.016056505
14	1.4	-0.016629953
16	1.4	-0.017132438
18	1.4	-0.017570046
20	1.4	-0.017944778
22	1.4	-0.018256619
24	1.4	-0.018504593
26	1.4	-0.018687326
28	1.4	-0.018803367
30	1.4	-0.018851375
32	1.4	-0.018830235
34	1.4	-0.01873913
36	1.4	-0.018577599
38	1.4	-0.018345566
40	1.4	-0.018043373
42	1.4	-0.017671804
44	1.4	-0.017232102
46	1.4	-0.016725992
48	1.4	-0.016155701
50	1.4	-0.015523974
52	1.4	-0.014834097
54	1.4	-0.014089919
56	1.4	-0.013295876
58	1.4	-0.012457017
60	1.4	-0.011579036
62	1.4	-0.010668307
64	1.4	-0.009731918
66	1.4	-0.008777718
68	1.4	-0.00781437
70	1.4	-0.006851404
72	1.4	-0.005899288
74	1.4	-0.004969503
76	1.4	-0.004074635
78	1.4	-0.003228477
80	1.4	-0.002446156
8	1.2	-0.012889797
10	1.2	-0.013585186
12	1.2	-0.014175758
14	1.2	-0.014690713
16	1.2	-0.015142934
18	1.2	-0.015537796
20	1.2	-0.015877041
22	1.2	-0.016160613
24	1.2	-0.016387601
26	1.2	-0.016556739
28	1.2	-0.016666693
30	1.2	-0.016716226
32	1.2	-0.016704302
34	1.2	-0.016630151
36	1.2	-0.016493317
38	1.2	-0.016293691
40	1.2	-0.016031533
42	1.2	-0.015707496
44	1.2	-0.015322645
46	1.2	-0.014878473
48	1.2	-0.014376919
50	1.2	-0.013820385
52	1.2	-0.013211756
54	1.2	-0.012554419
56	1.2	-0.011852284
58	1.2	-0.011109808
60	1.2	-0.010332025
62	1.2	-0.009524573
64	1.2	-0.008693728
66	1.2	-0.007846448
68	1.2	-0.006990411
70	1.2	-0.006134075
72	1.2	-0.005286728
74	1.2	-0.004458567
76	1.2	-0.003660767
78	1.2	-0.002905584
80	1.2	-0.002206455
8	1	-0.011159494
10	1	-0.011773166
12	1	-0.012295478
14	1	-0.012752032
16	1	-0.013154081
18	1	-0.013506293
20	1	-0.013810148
22	1	-0.01406555
24	1	-0.014271651
26	1	-0.014427294
28	1	-0.01453126
30	1	-0.014582415
32	1	-0.014579801
34	1	-0.014522694
36	1	-0.014410645
38	1	-0.014243505
40	1	-0.014021455
42	1	-0.013745016
44	1	-0.013415072
46	1	-0.013032883
48	1	-0.0126001
50	1	-0.012118782
52	1	-0.01159141
54	1	-0.011020909
56	1	-0.010410662
58	1	-0.009764534
60	1	-0.009086897
62	1	-0.008382653
64	1	-0.007657269
66	1	-0.006916807
68	1	-0.006167966
70	1	-0.005418127
72	1	-0.004675406
74	1	-0.00394871
76	1	-0.003247814
78	1	-0.002583435
80	1	-0.001967329
8	0.8	-0.009429586
10	0.8	-0.009961523
12	0.8	-0.010415663
14	0.8	-0.010813907
16	0.8	-0.011165877
18	0.8	-0.011475535
20	0.8	-0.011744098
22	0.8	-0.011971428
24	0.8	-0.012156741
26	0.8	-0.012298988
28	0.8	-0.012397065
30	0.8	-0.012449939
32	0.8	-0.01245673
34	0.8	-0.012416758
36	0.8	-0.012329579
38	0.8	-0.012195007
40	0.8	-0.012013137
42	0.8	-0.011784361
44	0.8	-0.01150938
46	0.8	-0.01118922
48	0.8	-0.010825243
50	0.8	-0.010419162
52	0.8	-0.009973057
54	0.8	-0.009489387
56	0.8	-0.008971007
58	0.8	-0.008421192
60	0.8	-0.007843648
62	0.8	-0.007242545
64	0.8	-0.006622537
66	0.8	-0.005988792
68	0.8	-0.00534703
70	0.8	-0.004703558
72	0.8	-0.004065316
74	0.8	-0.003439932
76	0.8	-0.002835774
78	0.8	-0.002262029
80	0.8	-0.001728776
