Number_of_input || Number_of_output

2	1

No. || Degree || Load || Diffraction

1	8	4	-0.037145655
2	10	4	-0.038994299
3	12	4	-0.040549755
4	14	4	-0.041891839
5	16	4	-0.043056218
6	18	4	-0.04405817
7	20	4	-0.044903064
8	22	4	-0.045591366
9	24	4	-0.046121198
10	26	4	-0.046489713
11	28	4	-0.04669387
12	30	4	-0.046730891
13	32	4	-0.046598543
14	34	4	-0.046295321
15	36	4	-0.045820573
16	38	4	-0.045174584
17	40	4	-0.044358653
18	42	4	-0.043375144
19	44	4	-0.042227536
20	46	4	-0.040920474
21	48	4	-0.039459811
22	50	4	-0.037852659
23	52	4	-0.036107434
24	54	4	-0.034233914
25	56	4	-0.032243296
26	58	4	-0.030148264
27	60	4	-0.027963059
28	62	4	-0.02570357
29	64	4	-0.023387426
30	66	4	-0.021034109
31	68	4	-0.01866508
32	70	4	-0.01630393
33	72	4	-0.013976551
34	74	4	-0.011711336
35	76	4	-0.009539418
36	78	4	-0.00749494
37	80	4	-0.005615386
38	8	3.8	-0.035411052
39	10	3.8	-0.037176768
40	12	3.8	-0.038662733
41	14	3.8	-0.039945148
42	16	3.8	-0.041058056
43	18	3.8	-0.042016028
44	20	3.8	-0.042824174
45	22	3.8	-0.043482928
46	24	3.8	-0.043990483
47	26	3.8	-0.044344112
48	28	3.8	-0.044540898
49	30	3.8	-0.044578181
50	32	3.8	-0.04445382
51	34	3.8	-0.044166368
52	36	3.8	-0.043715194
53	38	3.8	-0.043100563
54	40	3.8	-0.042323706
55	42	3.8	-0.041386871
56	44	3.8	-0.040293375
57	46	3.8	-0.039047642
58	48	3.8	-0.037655255
59	50	3.8	-0.036122994
60	52	3.8	-0.034458888
61	54	3.8	-0.032672264
62	56	3.8	-0.030773804
63	58	3.8	-0.028775607
64	60	3.8	-0.026691262
65	62	3.8	-0.024535929
66	64	3.8	-0.022326425
67	66	3.8	-0.020081337
68	68	3.8	-0.01782114
69	70	3.8	-0.015568336
70	72	3.8	-0.013347625
71	74	3.8	-0.011186086
72	76	3.8	-0.009113409
73	78	3.8	-0.007162152
74	80	3.8	-0.005368047
75	8	3.6	-0.033676772
76	10	3.6	-0.035359644
77	12	3.6	-0.036776205
78	14	3.6	-0.037999043
79	16	3.6	-0.039060572
80	18	3.6	-0.039974659
81	20	3.6	-0.040746154
82	22	3.6	-0.041375457
83	24	3.6	-0.041860836
84	26	3.6	-0.042199676
85	28	3.6	-0.042389191
86	30	3.6	-0.042426834
87	32	3.6	-0.042310554
88	34	3.6	-0.042038963
89	36	3.6	-0.04161145
90	38	3.6	-0.041028258
91	40	3.6	-0.040290549
92	42	3.6	-0.039400456
93	44	3.6	-0.038361128
94	46	3.6	-0.037176773
95	48	3.6	-0.035852697
96	50	3.6	-0.034395352
97	52	3.6	-0.032812376
98	54	3.6	-0.031112644
99	56	3.6	-0.029306322
100	58	3.6	-0.027404927
101	60	3.6	-0.025421393
102	62	3.6	-0.023370148
103	64	3.6	-0.0212672
104	66	3.6	-0.01913024
105	68	3.6	-0.016978757
106	70	3.6	-0.014834168
107	72	3.6	-0.012719977
108	74	3.6	-0.010661955
109	76	3.6	-0.008688351
110	78	3.6	-0.006830138
111	80	3.6	-0.005121307
112	8	3.4	-0.031942813
113	10	3.4	-0.033542927
114	12	3.4	-0.034890172
115	14	3.4	-0.036053522
116	16	3.4	-0.037063765
117	18	3.4	-0.03793406
118	20	3.4	-0.038669002
119	22	3.4	-0.039268953
120	24	3.4	-0.039732253
121	26	3.4	-0.040056406
122	28	3.4	-0.040238748
123	30	3.4	-0.040276847
124	32	3.4	-0.040168743
125	34	3.4	-0.039913105
126	36	3.4	-0.03950934
127	38	3.4	-0.038957667
128	40	3.4	-0.03825918
129	42	3.4	-0.037415895
130	44	3.4	-0.036430794
131	46	3.4	-0.035307863
132	48	3.4	-0.034052135
133	50	3.4	-0.032669729
134	52	3.4	-0.031167893
135	54	3.4	-0.02955505
136	56	3.4	-0.027840849
137	58	3.4	-0.026036222
138	60	3.4	-0.024153447
139	62	3.4	-0.022206223
140	64	3.4	-0.020209746
141	66	3.4	-0.018180815
142	68	3.4	-0.016137928
143	70	3.4	-0.014101421
144	72	3.4	-0.012093604
145	74	3.4	-0.01013894
146	76	3.4	-0.00826424
147	78	3.4	-0.006498897
148	80	3.4	-0.004875164
149	8	3.2	-0.030209174
150	10	3.2	-0.031726613
151	12	3.2	-0.03300463
152	14	3.2	-0.034108583
153	16	3.2	-0.035067633
154	18	3.2	-0.035894231
155	20	3.2	-0.036592716
156	22	3.2	-0.037163413
157	24	3.2	-0.037604734
158	26	3.2	-0.037914297
159	28	3.2	-0.038089565
160	30	3.2	-0.038128218
161	32	3.2	-0.038028385
162	34	3.2	-0.037788791
163	36	3.2	-0.03740886
164	38	3.2	-0.036888787
165	40	3.2	-0.036229598
166	42	3.2	-0.035433187
167	44	3.2	-0.03450237
168	46	3.2	-0.03344091
169	48	3.2	-0.032253566
170	50	3.2	-0.030946124
171	52	3.2	-0.029525439
172	54	3.2	-0.027999481
173	56	3.2	-0.026377381
174	58	3.2	-0.024669488
175	60	3.2	-0.022887422
176	62	3.2	-0.02104415
177	64	3.2	-0.019154062
178	66	3.2	-0.017233057
179	68	3.2	-0.015298651
180	70	3.2	-0.013370092
181	72	3.2	-0.011468502
182	74	3.2	-0.009617037
183	76	3.2	-0.007841073
184	78	3.2	-0.006168427
185	80	3.2	-0.004629616
186	8	3	-0.02847585
187	10	3	-0.029910701
188	12	3	-0.031119577
189	14	3	-0.032164223
190	16	3	-0.033072172
191	18	3	-0.033855169
192	20	3	-0.034517294
193	22	3	-0.035058836
194	24	3	-0.035478277
195	26	3	-0.03577335
196	28	3	-0.035941642
197	30	3	-0.035980946
198	32	3	-0.035889478
199	34	3	-0.035666019
200	36	3	-0.035310009
201	38	3	-0.034821618
202	40	3	-0.034201799
203	42	3	-0.03345233
204	44	3	-0.032575853
205	46	3	-0.031575912
206	48	3	-0.030456988
207	50	3	-0.029224532
208	52	3	-0.027885008
209	54	3	-0.026445932
210	56	3	-0.024915916
211	58	3	-0.023304721
212	60	3	-0.021623313
213	62	3	-0.019883928
214	64	3	-0.018100143
215	66	3	-0.016286964
216	68	3	-0.01446092
217	70	3	-0.012640178
218	72	3	-0.01084467
219	74	3	-0.009096245
220	76	3	-0.007418848
221	78	3	-0.005838725
222	80	3	-0.004384662
223	8	2.8	-0.026742842
224	10	2.8	-0.028095187
225	12	2.8	-0.029235011
226	14	2.8	-0.030220441
227	16	2.8	-0.031077382
228	18	2.8	-0.031816873
229	20	2.8	-0.032442733
230	22	2.8	-0.032955218
231	24	2.8	-0.033352878
232	26	2.8	-0.033633561
233	28	2.8	-0.033794977
234	30	2.8	-0.033835029
235	32	2.8	-0.03375202
236	34	2.8	-0.033544787
237	36	2.8	-0.033212784
238	38	2.8	-0.032756156
239	40	2.8	-0.032175782
240	42	2.8	-0.03147332
241	44	2.8	-0.030651241
242	46	2.8	-0.029712866
243	48	2.8	-0.028662397
244	50	2.8	-0.027504952
245	52	2.8	-0.026246599
246	54	2.8	-0.0248944
247	56	2.8	-0.023456448
248	58	2.8	-0.021941918
249	60	2.8	-0.020361117
250	62	2.8	-0.018725551
251	64	2.8	-0.017047986
252	66	2.8	-0.015342532
253	68	2.8	-0.013624734
254	70	2.8	-0.011911676
255	72	2.8	-0.010222102
256	74	2.8	-0.008576559
257	76	2.8	-0.006997562
258	78	2.8	-0.005509788
259	80	2.8	-0.004140299
260	8	2.6	-0.025010145
261	10	2.6	-0.026280071
262	12	2.6	-0.02735093
263	14	2.6	-0.028277234
264	16	2.6	-0.029083259
265	18	2.6	-0.029779339
266	20	2.6	-0.030369033
267	22	2.6	-0.030852559
268	24	2.6	-0.031228538
269	26	2.6	-0.031494929
270	28	2.6	-0.031649567
271	30	2.6	-0.031690464
272	32	2.6	-0.03161601
273	34	2.6	-0.031425094
274	36	2.6	-0.031117185
275	38	2.6	-0.0306924
276	40	2.6	-0.030151545
277	42	2.6	-0.029496156
278	44	2.6	-0.028728532
279	46	2.6	-0.02785177
280	48	2.6	-0.026869792
281	50	2.6	-0.02578738
282	52	2.6	-0.024610209
283	54	2.6	-0.023344884
284	56	2.6	-0.021998977
285	58	2.6	-0.020581076
286	60	2.6	-0.019100832
287	62	2.6	-0.017569016
288	64	2.6	-0.015997586
289	66	2.6	-0.014399757
290	68	2.6	-0.012790088
291	70	2.6	-0.011184582
292	72	2.6	-0.009600796
293	74	2.6	-0.008057977
294	76	2.6	-0.006577213
295	78	2.6	-0.005181615
296	80	2.6	-0.003896525
297	8	2.4	-0.023277759
298	10	2.4	-0.024465349
299	12	2.4	-0.025467331
300	14	2.4	-0.0263346
301	16	2.4	-0.027089803
302	18	2.4	-0.027742566
303	20	2.4	-0.02829619
304	22	2.4	-0.028750856
305	24	2.4	-0.029105252
306	26	2.4	-0.029357453
307	28	2.4	-0.02950541
308	30	2.4	-0.02954725
309	32	2.4	-0.029481445
310	34	2.4	-0.029306937
311	36	2.4	-0.029023209
312	38	2.4	-0.028630348
313	40	2.4	-0.028129085
314	42	2.4	-0.027520835
315	44	2.4	-0.026807723
316	46	2.4	-0.02599262
317	48	2.4	-0.025079169
318	50	2.4	-0.024071814
319	52	2.4	-0.022975835
320	54	2.4	-0.021797379
321	56	2.4	-0.020543498
322	58	2.4	-0.019222191
323	60	2.4	-0.017842453
324	62	2.4	-0.016414321
325	64	2.4	-0.014948942
326	66	2.4	-0.013458636
327	68	2.4	-0.011956979
328	70	2.4	-0.010458893
329	72	2.4	-0.00898075
330	74	2.4	-0.007540496
331	76	2.4	-0.006157798
332	78	2.4	-0.004854203
333	80	2.4	-0.003653339
334	8	2.2	-0.02154568
335	10	2.2	-0.02265102
336	12	2.2	-0.023584214
337	14	2.2	-0.024392537
338	16	2.2	-0.025097011
339	18	2.2	-0.025706552
340	20	2.2	-0.026224204
341	22	2.2	-0.026650108
342	24	2.2	-0.026983021
343	26	2.2	-0.027221129
344	28	2.2	-0.027362506
345	30	2.2	-0.027405385
346	32	2.2	-0.027348324
347	34	2.2	-0.027190314
348	36	2.2	-0.026930853
349	38	2.2	-0.026569997
350	40	2.2	-0.026108401
351	42	2.2	-0.025547355
352	44	2.2	-0.024888813
353	46	2.2	-0.024135416
354	48	2.2	-0.023290526
355	50	2.2	-0.022358251
356	52	2.2	-0.021343474
357	54	2.2	-0.020251882
358	56	2.2	-0.019090008
359	58	2.2	-0.017865261
360	60	2.2	-0.016585977
361	62	2.2	-0.015261461
362	64	2.2	-0.013902049
363	66	2.2	-0.012519166
364	68	2.2	-0.011125404
365	70	2.2	-0.009734605
366	72	2.2	-0.008361958
367	74	2.2	-0.007024113
368	76	2.2	-0.005739313
369	78	2.2	-0.004527549
370	80	2.2	-0.003410739
371	8	2	-0.019813911
372	10	2	-0.020837082
373	12	2	-0.021701574
374	14	2	-0.022451043
375	16	2	-0.02310488
376	18	2	-0.023671295
377	20	2	-0.024153071
378	22	2	-0.024550312
379	24	2	-0.024861841
380	26	2	-0.025085956
381	28	2	-0.025220851
382	30	2	-0.025264867
383	32	2	-0.025216644
384	34	2	-0.025075224
385	36	2	-0.024840116
386	38	2	-0.024511345
387	40	2	-0.02408949
388	42	2	-0.023575715
389	44	2	-0.022971797
390	46	2	-0.022280153
391	48	2	-0.021503861
392	50	2	-0.020646689
393	52	2	-0.019713122
394	54	2	-0.018708391
395	56	2	-0.017638504
396	58	2	-0.016510282
397	60	2	-0.015331401
398	62	2	-0.014110433
399	64	2	-0.012856903
400	66	2	-0.011581342
401	68	2	-0.010295359
402	70	2	-0.009011716
403	72	2	-0.00774442
404	74	2	-0.006508826
405	76	2	-0.005321758
406	78	2	-0.004201652
407	80	2	-0.003168722
408	8	1.8	-0.018082451
409	10	1.8	-0.019023531
410	12	1.8	-0.019819411
411	14	1.8	-0.020510116
412	16	1.8	-0.021113409
413	18	1.8	-0.021636793
414	20	1.8	-0.022082791
415	22	1.8	-0.022451466
416	24	1.8	-0.022741711
417	26	1.8	-0.022951933
418	28	1.8	-0.023080445
419	30	1.8	-0.023125694
