MLP_2-6-5-1__1000_Epochs_2026_01_18_10_18_26.txt

MAPE_training(1000): 98.0574
MAPE_validation(1000): 93.4593

Number of epochs || MAPE_value_training || MAPE_value_validation

1		62.9356		120.937
2		63.0063		120.674
3		63.052		120.563
4		63.0986		120.452
5		63.1457		120.341
6		63.1946		120.231
7		63.2453		120.121
8		63.2973		120.011
9		63.3522		119.902
10		63.4103		119.793
11		63.4694		119.685
12		63.5293		119.576
13		63.5897		119.468
14		63.6502		119.361
15		63.7118		119.254
16		63.7759		119.147
17		63.8418		119.04
18		63.9092		118.934
19		63.9769		118.829
20		64.0458		118.723
21		64.1184		118.619
22		64.1943		118.514
23		64.2725		118.41
24		64.3523		118.306
25		64.4339		118.203
26		64.5195		118.1
27		64.6063		117.997
28		64.6952		117.895
29		64.7847		117.794
30		64.8765		117.692
31		64.9703		117.591
32		65.0679		117.49
33		65.1667		117.39
34		65.2663		117.29
35		65.3673		117.19
36		65.4687		117.09
37		65.5708		116.991
38		65.6742		116.892
39		65.7784		116.793
40		65.8834		116.695
41		65.9914		116.597
42		66.1006		116.5
43		66.2117		116.403
44		66.3254		116.307
45		66.4393		116.211
46		66.5547		116.116
47		66.6723		116.021
48		66.7913		115.927
49		66.9126		115.833
50		67.0345		115.739
51		67.1569		115.645
52		67.2806		115.552
53		67.408		115.459
54		67.5363		115.366
55		67.6646		115.274
56		67.7932		115.182
57		67.9238		115.091
58		68.0546		115
59		68.1868		114.909
60		68.3187		114.818
61		68.4503		114.728
62		68.5821		114.639
63		68.7149		114.549
64		68.8489		114.46
65		68.9847		114.372
66		69.1221		114.284
67		69.26		114.196
68		69.3995		114.108
69		69.5385		114.021
70		69.678		113.934
71		69.818		113.848
72		69.9587		113.761
73		70.1002		113.675
74		70.2419		113.59
75		70.3846		113.504
76		70.5294		113.419
77		70.6755		113.335
78		70.8211		113.25
79		70.9662		113.166
80		71.1112		113.083
81		71.2571		112.999
82		71.404		112.916
83		71.5521		112.834
84		71.7007		112.751
85		71.8492		112.669
86		71.9971		112.587
87		72.1451		112.505
88		72.2948		112.424
89		72.4442		112.343
90		72.5942		112.262
91		72.746		112.182
92		72.8976		112.102
93		73.0496		112.022
94		73.2018		111.942
95		73.355		111.863
96		73.508		111.784
97		73.6611		111.706
98		73.8134		111.627
99		73.9651		111.549
100		74.1171		111.472
101		74.2694		111.394
102		74.4223		111.318
103		74.5757		111.241
104		74.7296		111.165
105		74.8838		111.089
106		75.0382		111.013
107		75.1929		110.938
108		75.3478		110.863
109		75.5029		110.788
110		75.6583		110.713
111		75.8135		110.639
112		75.9686		110.564
113		76.1229		110.491
114		76.2765		110.417
115		76.4297		110.344
116		76.582		110.271
117		76.7336		110.198
118		76.8848		110.125
119		77.036		110.053
120		77.1868		109.981
121		77.3366		109.909
122		77.486		109.838
123		77.6355		109.767
124		77.7844		109.696
125		77.9324		109.625
126		78.08		109.555
127		78.2277		109.485
128		78.3747		109.415
129		78.5208		109.346
130		78.6662		109.277
131		78.8119		109.209
132		78.958		109.141
133		79.1032		109.073
134		79.2482		109.006
135		79.3931		108.939
136		79.537		108.872
137		79.6802		108.805
138		79.8231		108.739
139		79.9654		108.673
140		80.107		108.608
141		80.2479		108.542
142		80.3881		108.477
143		80.5274		108.412
144		80.6662		108.347
145		80.8041		108.283
146		80.941		108.218
147		81.0769		108.154
148		81.2119		108.09
149		81.3461		108.027
150		81.4799		107.963
151		81.6131		107.9
152		81.7456		107.838
153		81.8774		107.775
154		82.0086		107.713
155		82.1386		107.651
156		82.2677		107.589
157		82.3963		107.528
158		82.5239		107.466
159		82.6507		107.406
160		82.7766		107.345
161		82.9023		107.284
162		83.0272		107.224
163		83.1515		107.164
164		83.2748		107.104
165		83.3972		107.045
166		83.5186		106.986
167		83.6394		106.927
168		83.7595		106.868
169		83.8789		106.809
170		83.9976		106.751
171		84.116		106.692
172		84.2333		106.635
173		84.3498		106.577
174		84.4657		106.519
175		84.5814		106.462
176		84.6962		106.405
177		84.8102		106.348
178		84.9234		106.292
179		85.0361		106.236
180		85.1481		106.18
181		85.2592		106.124
182		85.3701		106.069
183		85.4804		106.013
184		85.5899		105.958
185		85.6983		105.903
186		85.8062		105.849
187		85.9132		105.794
188		86.0193		105.74
189		86.1248		105.686
190		86.2295		105.632
191		86.3334		105.579
192		86.4364		105.525
193		86.5386		105.472
194		86.6399		105.419
195		86.7404		105.367
196		86.8402		105.314
197		86.9393		105.262
198		87.0375		105.21
199		87.135		105.158
200		87.2317		105.107
201		87.3277		105.055
202		87.4232		105.004
203		87.518		104.953
204		87.6122		104.902
205		87.7055		104.851
206		87.7985		104.801
207		87.8908		104.751
208		87.9823		104.701
209		88.0732		104.651
210		88.1631		104.601
211		88.253		104.552
212		88.3422		104.503
213		88.431		104.454
214		88.5189		104.405
215		88.6061		104.356
216		88.6928		104.308
217		88.7792		104.26
218		88.8648		104.212
219		88.9498		104.165
220		89.0341		104.117
221		89.1177		104.07
222		89.2008		104.023
223		89.2835		103.977
224		89.3654		103.93
225		89.4466		103.884
226		89.5271		103.838
227		89.607		103.792
228		89.6863		103.747
229		89.7653		103.701
230		89.8435		103.656
231		89.921		103.612
232		89.9979		103.567
233		90.0741		103.523
234		90.1496		103.478
235		90.2244		103.434
236		90.2985		103.39
237		90.3721		103.347
238		90.445		103.303
239		90.5176		103.26
240		90.5895		103.216
241		90.6609		103.173
242		90.7314		103.131
243		90.8015		103.088
244		90.8711		103.046
245		90.94		103.003
246		91.0083		102.961
247		91.076		102.919
248		91.1433		102.878
249		91.2098		102.836
250		91.2759		102.795
251		91.3411		102.754
252		91.406		102.713
253		91.4701		102.673
254		91.5337		102.632
255		91.5967		102.592
256		91.6591		102.552
257		91.721		102.512
258		91.7823		102.473
259		91.8431		102.433
260		91.9034		102.394
261		91.9631		102.354
262		92.0223		102.315
263		92.0809		102.276
264		92.1389		102.238
265		92.1965		102.199
266		92.2535		102.161
267		92.3099		102.123
268		92.3658		102.085
269		92.4211		102.047
270		92.4761		102.009
271		92.5304		101.971
272		92.5843		101.934
273		92.6378		101.897
274		92.6909		101.86
275		92.7435		101.823
276		92.7955		101.786
277		92.847		101.749
278		92.8981		101.713
279		92.9487		101.677
280		92.9989		101.641
281		93.0485		101.605
282		93.0976		101.569
283		93.1463		101.533
284		93.1946		101.497
285		93.2424		101.462
286		93.2897		101.427
287		93.3366		101.392
288		93.383		101.357
289		93.4291		101.322
290		93.4748		101.288
291		93.5201		101.253
292		93.5648		101.219
293		93.6093		101.185
294		93.6532		101.151
295		93.6968		101.117
296		93.74		101.083
297		93.7828		101.049
298		93.8251		101.016
299		93.8671		100.983
300		93.9086		100.949
301		93.9499		100.916
302		93.9907		100.883
303		94.0313		100.85
304		94.0713		100.818
305		94.111		100.785
306		94.1503		100.753
307		94.1892		100.72
308		94.2279		100.688
309		94.2663		100.656
310		94.3045		100.624
311		94.3424		100.593
312		94.3798		100.561
313		94.417		100.529
314		94.4537		100.498
315		94.4902		100.467
316		94.5263		100.436
317		94.5621		100.404
318		94.5974		100.374
319		94.6325		100.343
320		94.6672		100.312
321		94.7015		100.282
322		94.7356		100.252
323		94.7692		100.221
324		94.8026		100.191
325		94.8357		100.161
326		94.8684		100.131
327		94.9008		100.102
328		94.933		100.072
329		94.9648		100.043
330		94.9963		100.013
331		95.0275		99.9841
332		95.0584		99.955
333		95.089		99.926
334		95.1193		99.8971
335		95.1494		99.8683
336		95.1792		99.8397
337		95.2088		99.8112
338		95.238		99.7828
339		95.267		99.7544
340		95.2955		99.7261
341		95.3239		99.6981
342		95.352		99.6702
343		95.3797		99.6424
344		95.4074		99.6147
345		95.4348		99.587
346		95.4619		99.5595
347		95.4887		99.5321
348		95.5154		99.5048
349		95.5417		99.4777
350		95.5678		99.4506
351		95.5937		99.4237
352		95.6192		99.3968
353		95.6446		99.3702
354		95.6697		99.3437
355		95.6945		99.3171
356		95.7192		99.2908
357		95.7436		99.2646
358		95.7677		99.2384
359		95.7915		99.2124
360		95.8152		99.1865
361		95.8386		99.1606
362		95.8618		99.135
363		95.8848		99.1096
364		95.9074		99.0842
365		95.9299		99.0589
366		95.9523		99.0338
367		95.9743		99.0087
368		95.9961		98.9837
369		96.0178		98.9588
370		96.0392		98.9342
371		96.0604		98.9095
372		96.0815		98.8849
373		96.1023		98.8605
374		96.1231		98.8362
375		96.1436		98.8119
376		96.1639		98.7877
377		96.1839		98.7638
378		96.2038		98.7398
379		96.2235		98.716
380		96.2431		98.6923
381		96.2624		98.6686
382		96.2815		98.645
383		96.3005		98.6216
384		96.3193		98.5983
385		96.3379		98.5749
386		96.3563		98.5519
387		96.3744		98.5287
388		96.3926		98.5058
389		96.4104		98.483
390		96.4281		98.4603
391		96.4456		98.4378
392		96.463		98.4153
393		96.4802		98.393
394		96.4972		98.3706
395		96.514		98.3485
396		96.5308		98.3264
397		96.5473		98.3044
398		96.5638		98.2825
399		96.5799		98.2607
400		96.596		98.239
401		96.6119		98.2174
402		96.6277		98.1959
403		96.6432		98.1744
404		96.6587		98.1531
405		96.674		98.1318
406		96.6891		98.1106
407		96.7041		98.0895
408		96.7189		98.0685
409		96.7338		98.0475
410		96.7482		98.0267
411		96.7626		98.0059
412		96.7769		97.9852
413		96.7911		97.9646
414		96.8051		97.9441
415		96.819		97.9238
416		96.8327		97.9034
417		96.8464		97.8833
418		96.8598		97.8631
419		96.8732		97.843
420		96.8864		97.823
421		96.8995		97.8032
422		96.9125		97.7834
423		96.9251		97.7637
424		96.9378		97.7441
425		96.9505		97.7245
426		96.9629		97.7051
427		96.9753		97.6857
428		96.9876		97.6665
429		96.9997		97.6474
430		97.0117		97.6284
431		97.0235		97.6093
432		97.0353		97.5904
433		97.0469		97.5716
434		97.0584		97.5528
435		97.0699		97.5342
436		97.0811		97.5155
437		97.0923		97.4969
438		97.1034		97.4786
439		97.1142		97.4602
440		97.1251		97.4419
441		97.1359		97.4236
442		97.1465		97.4056
443		97.157		97.3874
444		97.1673		97.3695
445		97.1776		97.3516
446		97.1879		97.3338
447		97.1979		97.316
448		97.2079		97.2982
449		97.2179		97.2808
450		97.2276		97.2631
451		97.2373		97.2456
452		97.2469		97.2281
453		97.2563		97.2108
454		97.2657		97.1935
455		97.2751		97.1763
456		97.2842		97.1591
457		97.2934		97.1421
458		97.3024		97.1251
459		97.3113		97.1082
460		97.3201		97.0914
461		97.3288		97.0746
462		97.3376		97.0578
